date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2008:46:53%20GMT	https://www.nisasaribakery.com/auth/	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/auth/index.html	(from https://cdn.landbot.io/landbot-3/landbot-3.0.0.js)
15:46:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2008:46:54%20GMT	https://www.nisasaribakery.com/${n.image}	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/${n.41.delayed	(from https://cdn.landbot.io/landbot-3/landbot-3.0.0.js)
15:46:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2008:46:54%20GMT	https://www.nisasaribakery.com/${n.imageWithFooter}	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/${n.imageWithFooter}	(from https://cdn.landbot.io/landbot-3/landbot-3.0.0.js)
15:47:05	2451/2451	---MCZ	200	added ('OK')	text/css	etag:W/%224818473200224c9f9497adef8d7685bc%22	https://assets.calendly.com/assets/external/widget.css	C:/xampp/htdocs/toko%20roti/assets.calendly.com/assets/external/widget.css	(from https://cdn.landbot.io/landbot-3/landbot-3.0.0.js)
15:47:06	44988/44988	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba33f379a2674de9ffc1cb27f39d7d6%22	https://assets.calendly.com/assets/external/widget.js	C:/xampp/htdocs/toko%20roti/assets.calendly.com/assets/external/widget.js	(from https://cdn.landbot.io/landbot-3/landbot-3.0.0.js)
15:47:06	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/xampp/htdocs/toko%20roti/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
15:47:06	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/xampp/htdocs/toko%20roti/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
15:47:07	4976/4976	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/lib/owlcarousel/assets/owl.video.play.png	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/lib/owlcarousel/assets/owl.video.play.png	(from https://www.nisasaribakery.com/lib/owlcarousel/assets/owl.carousel.min.css)
15:47:10	5523171/5523171	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/bolu%20coklat.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/bolu%20coklat.jpg	(from https://www.nisasaribakery.com/varian.html)
15:47:31	3372551/3372551	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/bolu%20moca.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/bolu%20moca.jpg	(from https://www.nisasaribakery.com/varian.html)
15:47:31	1762275/1762275	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/bolu%20pandan.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/bolu%20pandan.jpg	(from https://www.nisasaribakery.com/varian.html)
15:47:35	1043776/1043776	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/bolu%20keju.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/bolu%20keju.jpg	(from https://www.nisasaribakery.com/varian.html)
15:47:38	229329/229329	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/choco%20cookie.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/choco%20cookie.jpg	(from https://www.nisasaribakery.com/varian.html)
15:47:38	3329723/3329723	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/bolu%20marmer.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/bolu%20marmer.jpg	(from https://www.nisasaribakery.com/varian.html)
15:47:47	6556049/6556049	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/bolu%20pisang.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/bolu%20pisang.jpg	(from https://www.nisasaribakery.com/varian.html)
15:47:47	5465550/5465550	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/chocochips.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/chocochips.jpg	(from https://www.nisasaribakery.com/varian.html)
15:47:48	99674/99674	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/kue%20ulat%20daun.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/kue%20ulat%20daun.jpg	(from https://www.nisasaribakery.com/varian.html)
